20130131,20130228,20130328,20130430,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140131,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180329,20180430,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181231,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200131,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220131,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731,20230831,20230929,20231031,20231130,20231229
FDO,DGX,AEE,TMK,IRM,DHI,DRI,VMC,HSP,TMK,EA,EXPE,ARG,XYL,BBY,IPG,FLS,GT,CBRE,HAR,FMC,NWSA,MUR,PETM,UNM,FMC,CPB,HP,TRIP,OKE,ETFC,MAT,GAS,CNP,QRVO,FCX,TIF,CTAS,TSS,GAS,GAS,JNPR,FFIV,PNW,PNW,XRX,FBHS,COO,FRT,STX,JBHT,QRVO,REG,SNA,EXR,RE,VRSN,DRE,HRL,LNT,VIAB,PKG,KORS,HII,JNPR,NBL,FTI,WAB,MOS,NOV,TMK,GRMN,GRMN,NRG,MRO,CMA,HSIC,MYL,GL,LKQ,PRGO,LKQ,AES,RJF,UHS,CPB,WRB,SNA,CBOE,WYNN,FOXA,FBHS,ATO,TPR,SNA,XRAY,FBHS,ALLE,PKG,LVS,IRM,MOS,ATO,BBWI,JKHY,AES,DPZ,HWM,BXP,HST,DPZ,IPG,POOL,CPT,HRL,STX,TFX,KIM,SWK,JKHY,LDOS,EVRG,LYV,MOS,LKQ,KIM
SNI,MKC,PCL,TRIP,XRAY,LEN,HRS,HRS,SCG,FDO,XRAY,CMS,TSO,PHM,HAR,EXPE,CTXS,SCG,MKC,TGNA,LUK,SNA,FLS,LEN,RRC,RHI,ETFC,HRS,DISCK,RRC,CINF,CMA,CMA,HAR,CTAS,CPGX,CVC,BWA,NTAP,CTAS,VAR,VAR,NI,ALK,CBG,UNM,ARNC,COTY,XEC,REG,TIF,SLG,DRE,SLG,JBHT,MAA,DRE,HAS,CF,IFF,UDR,ALB,JNPR,NLSN,IRM,FRT,DISCK,ZION,AVY,CF,AVY,AVY,BEN,HSIC,LKQ,WRK,VNO,CMA,URI,LNC,AAP,WU,LKQ,HSIC,CPB,IRM,HSIC,PWR,CPB,ALLE,AAL,WRK,LDOS,ATO,CNP,WHR,HWM,FBHS,SJM,LYV,FMC,CDAY,FMC,HWM,CRL,BBWI,HWM,NI,LYV,LYV,LW,RCL,CPT,POOL,SNA,EQT,CTLT,IP,INCY,BFB,LYV,IPG,L,CFG,LYV,SJM
CLF,SPLS,LH,SNI,BMC,FDO,SWY,FOSL,CBRE,HRS,FDO,DRI,TMK,HSP,HSP,TDC,JWN,TSO,BLL,FDO,NAVI,LEN,SWY,SNA,PNW,RRC,HRS,HRB,MWV,CNP,GT,TRIP,VAR,FFIV,BLKFDS,NTAP,PCL,NDAQ,CTAS,BWA,ETFC,CBG,PVH,TSS,UNM,IRM,VAR,LEN,LNT,ALK,ZION,VAR,XL,UHS,KORS,BWA,DVA,ADS,DVA,MOS,ALB,JBHT,SNA,PVH,URI,TIF,TIF,BEN,FFIV,HSIC,ARNC,FRT,ALLE,DVN,ALLE,GL,ETFC,CHRW,HSIC,IRM,REG,WRB,COG,ALB,RCL,WRB,UHS,ROL,FFIV,AAP,NRG,LNT,BFB,PENN,LUMN,AAP,WRK,XRAY,KIM,PTC,PHM,PHM,UAL,HRL,CHRW,SEDG,TFX,LVS,MAS,PTC,SWK,ETSY,UDR,UDR,PKG,PHM,KIM,CPT,LYV,LDOS,IPG,TECH,VTRS,HST,IPG,TRMB
TMK,KIM,CA,IPG,IPG,XRAY,XRAY,BMC,HRS,TSO,CBRE,EA,IPG,ARG,CINF,CINF,SRCL,PWR,VAR,HRS,ARG,FMC,ESV,RHI,SNA,CPB,RHI,ETFC,IPG,HRB,CTAS,IPG,CVC,FTI,VAR,GAS,DISCK,NTAP,GAS,PVH,SIG,PVH,NDAQ,CMA,FFIV,TSS,JBHT,VAR,BWA,BWA,GWW,JNPR,VRSN,CF,SLG,JNPR,HRL,VRSN,PRGO,NCLH,DRE,IFF,DRE,NI,NLSN,XRAY,XRAY,HAS,PKG,PVH,MYL,MYL,HII,PKI,APA,MYL,NBL,TAP,LKQ,HSIC,LYV,HII,ALB,RE,RJF,RE,PNW,NI,AAP,UHS,TXT,TXT,TXT,LDOS,HRL,JBHT,AAL,KIM,XRAY,SJM,IPG,CAH,ABMD,VTRS,HST,TFX,MGM,MAS,CTXS,NDSN,LYV,CTLT,PKG,PKG,STX,CPT,BFB,CHRW,CCL,WDC,AXON,CE,HST,IPG,KIM,LYV
HRS,KMX,PVH,POM,FDO,SWY,VMC,XRAY,GNW,SCG,SCG,TMK,PWR,VRSN,PETM,MAS,AKAM,NAVI,FFIV,NAVI,SEE,DHI,SNA,CPB,FMC,RL,JNPR,LEN,CTAS,GT,HRL,CINF,MAT,VAR,MNK,HAS,CF,CVC,AES,CMA,WYNN,FFIV,AES,FFIV,CMA,MOS,BF.B,HP,CHRW,QRVO,RE,AVY,SNA,LNT,JNPR,CF,LNT,BWA,BWA,XRAY,CF,VIAB,LKQ,PNW,MAS,FTI,SNA,ALB,PVH,WRK,IRM,WRK,JEC,IRM,GL,PKI,NRG,GL,CHRW,DISH,JNPR,TAP,JNPR,LKQ,DISH,L,OXY,BWA,HST,L,DISCK,NLOK,HWM,LKQ,LDOS,LDOS,HAS,HRL,INCY,IRM,CF,UAL,HRL,MAS,WRB,EMN,RCL,APA,PKG,NI,BXP,TECH,NDSN,TFX,CPT,WDC,DPZ,HRL,MOS,STX,MTCH,UDR,TAP,ZBRA,KEY,LNT
QEP,BWA,TIF,HRL,SNI,SNI,BMC,DRI,XRAY,PWR,PHM,FFIV,TDC,HAR,ARG,FFIV,RSG,GRMN,EXPD,SPLS,FDO,LUK,PETM,GT,CTAS,DISCK,NAVI,MWV,LEN,DISCK,XRAY,ETFC,TRIP,CMA,JWN,CMA,UNM,TIF,DRI,VAR,DRI,AMG,FL,NDAQ,ALK,DRI,PNW,JBHT,PVH,DVA,PNW,DVA,HRL,TMK,UDR,DISH,HAS,LKQ,HAS,CINF,HII,VAR,LNT,QRVO,PKI,HII,JBHT,CF,TPR,JNPR,JEC,JEC,PKG,EMN,PKI,WHR,CF,DISCK,LYV,PKG,EMN,CCL,RE,WRB,NRG,WYNN,NI,PNR,FOXA,LYV,BWA,PWR,SNA,AAP,PWR,WYNN,ATO,CTXS,LVS,MRO,BFB,FBHS,MKTX,RHI,IPG,WRK,LYV,EMN,CRL,EMN,UAL,MGM,LW,L,MGM,HST,VTRS,PARA,TAP,VTRS,CE,WRB,EVRG,ENPH,EVRG,VTRS
IPG,FRX,JWN,HSP,JOY,PWR,SNI,GME,TGNA,CBRE,HSP,PHM,LEN,TMK,TMK,BBY,RHT,MWV,PLL,ARG,SCG,RHI,RHI,NWSA,DISCK,PETM,CMA,DISCK,FLR,WYNN,DISCK,SCG,PNW,MNK,FTI,KORS,ETFC,CPGX,VAR,GT,TRIP,UNM,QRVO,JNPR,ETFC,NFX,MAC,FBHS,WU,FRT,ALK,ZION,UHS,JBHT,SNA,KORS,LB,XEC,UDR,LKQ,ZION,PKI,NDAQ,MAS,NI,DISCK,ZION,WRK,HSIC,RE,URI,LW,JNPR,ALLE,PHM,IRM,PNW,JBHT,DISH,WRK,AIZ,REG,HII,WHR,IRM,MYL,L,WRB,L,HST,AAP,LW,CNP,CHRW,L,PKG,BFB,JKHY,IRM,FFIV,MOS,CBOE,PHM,FOXA,QRVO,ABMD,L,UAL,HST,ABMD,PKG,ABMD,CRL,MTCH,NDSN,CTLT,KEY,JKHY,MAS,HST,WRB,AES,PODD,KIM,AES,AES
DOFSQ,WYND,CPB,HAS,HSP,GNW,TGNA,PNW,DRI,GME,FFIV,IFF,DHI,DHI,LEN,ARG,MCHP,LEN,IPG,SCG,SNA,FDO,XRAY,CNX,DRI,CMA,NWSA,CHK,HAR,CTAS,OKE,TSS,FTI,GAS,COG,DRI,HBAN,TRIP,NDAQ,BBBY,CVC,FL,JNPR,KSS,LEN,TIF,HP,WYN,ZION,VRSN,REG,VRSN,QRVO,VRSN,IRM,NDAQ,UDR,IRM,IFF,IRM,LNT,QRVO,COG,ZION,FRT,URI,AVY,FTI,JNPR,FFIV,LW,NRG,BFB,DXC,AVY,FRT,NI,HII,NBL,VNO,LKQ,UAL,WYNN,NRG,JNPR,NI,TXT,MGM,LKQ,CBOE,CBOE,JKHY,PWR,HRL,ABMD,IPG,JKHY,HAS,PTC,PKG,INCY,WHR,CHRW,BIO,HWM,HWM,WRK,TFX,EMN,MAS,MAS,SWK,CHRW,CRL,UDR,JKHY,SWK,NDSN,BFB,WRB,KIM,LYV,IPG,VTRS,SJM,GEN
XYL,LH,TXT,BTU,HRS,EXPE,GME,GNW,PNW,FFIV,XYL,XRAY,EXPE,PETM,GRMN,TMK,WYND,HAR,VMC,SNA,HRS,ARG,ARG,DRI,ARG,HRS,DISCK,RL,WYNN,RL,MAT,OKE,XRAY,PVH,SPLS,COG,TSS,JWN,WYNN,CF,PVH,NDAQ,TRIP,MNK,KORS,KSS,LNT,BF.B,HRL,CMG,DVA,REG,TIF,FRT,CF,FBHS,KORS,UDR,LNT,DVA,AVY,BEN,IRM,FRT,ZION,ALB,RE,JNPR,DISCK,AVY,SNA,HII,WRK,GL,FRT,ETFC,MYL,LYV,EMN,LYV,IPG,PRGO,DISH,REG,FFIV,UBFUT,RE,LUMN,WYNN,LUMN,ALLE,FOXA,BIO,SNA,IPG,ALLE,CTXS,ATO,FBHS,FOXA,RHI,INCY,IRM,JKHY,LVS,BFB,CTXS,SBNY,APA,CE,SNA,AAP,SWK,CPB,SWK,L,EQT,NI,KIM,PKG,VTRS,BFB,JKHY,TAP,TRMB,LKQ
TRIP,FMC,TSO,SWY,FOSL,TGNA,FOSL,HRL,TSO,XYL,FOSL,HSP,SCG,SCG,VRSN,PETM,MNST,ARG,IFF,NEBLQ,PETM,MWV,NWSA,ARG,MUR,SCG,CTAS,CPB,GCI,IPG,SCG,TMK,RL,AES,DISCK,QRVO,POM,HBAN,HBAN,FLR,FL,WYNN,WYNN,AES,KSS,LEN,ZION,HBI,SCG,CPB,NDAQ,CPB,AKAM,HRL,VRSN,AOS,AVY,RE,MOS,XEC,KORS,SNA,NLSN,EQT,SNA,NLSN,JNPR,AVY,CF,PKG,HII,SNA,WHR,URI,WRK,QRVO,JBHT,DVN,WHR,DISCK,ARNC,JNPR,WHR,CCL,TXT,UHS,SNA,FFIV,SNA,FOXA,DVN,L,HAS,HST,CHRW,PWR,PWR,LDOS,MOS,WRK,LDOS,HRL,FOXA,INCY,VTRS,IPG,IPG,LYV,CE,LW,KMX,L,MGM,NI,TECH,BFB,TECH,PEAK,L,MTCH,CZR,INCY,HRL,NI,JKHY,L
LUK,ADSK,NVDA,EA,SWY,FOSL,HRL,PWR,PWR,FOSL,PWR,PWR,XRAY,CINF,XYL,GRMN,MAC,TMK,HBAN,MWV,CINF,CINF,FDO,SNI,TRIP,NRG,RL,MUR,DRI,FLR,TMK,XRAY,VRSN,KORS,PVH,PNW,MNK,UNM,TRIP,OKE,KORS,TRIP,WYN,WYN,TIF,VRSN,TSS,TIF,IRM,ZION,VRSN,SNA,NCLH,DRE,AOS,MOS,IRM,M,VIAB,UHS,DVA,IRM,ZION,NCLH,HII,HFC,HII,XRAY,URI,HII,JNPR,TPR,APA,WHR,URI,ABMD,DXC,ETFC,ETFC,JBHT,HAL,PHM,GL,IRM,UAL,NRG,GL,CXO,LYV,PWR,SNA,SNA,LYV,LUMN,LYV,ATO,UHS,BFB,BFB,LNC,CHRW,FMC,CBOE,APA,MKTX,QRVO,BFB,PTC,NDSN,VTRS,VTRS,LYV,L,HST,DPZ,CHRW,CHRW,TRMB,VTRS,DPZ,UDR,IP,MTCH,ROL,ROL,IPG
RHI,SRCL,HRB,FOSL,EXPE,FFIV,PWR,SEE,LEN,TGNA,SEE,TGNA,PETM,TGNA,TSO,GT,EXPD,XYL,NEBLQ,TDC,LEN,PWR,GT,CINF,CMA,CTAS,CINF,HAS,HAS,LUK,JBHT,GAS,PCL,CVC,GAS,CVC,NI,JBHT,NI,RRC,NI,UA,UNM,TIF,TSS,AES,WYNN,ARNC,VAR,WU,VAR,WU,TMK,PNW,TMK,FFIV,NRG,NRG,IRM,JNPR,IRM,LNT,QRVO,JEC,ADS,SNA,NWL,RE,BFB,LKQ,WU,PKG,NRG,ABMD,IRM,NBL,MRO,WRB,JBHT,FBHS,MGM,SNA,LNC,TXT,MGM,BWA,ROL,L,BWA,LKQ,IRM,HWM,NLOK,HAS,BIO,LYV,LUMN,AAL,LUMN,RHI,HAS,ATO,CTXS,WRB,L,DPZ,NI,ABMD,NI,UAL,WDC,PKG,WDC,SWK,CRL,NDSN,APA,APA,HRL,CPT,IP,TAP,KIM,RVTY,TAP,IP
GAS,CA,FMC,HRS,HRL,HRS,PHM,TGNA,FOSL,EXPE,MWV,SEE,AVP,TSO,DRI,XYL,RL,TGNA,SWY,PCL,HRL,HRS,MWV,CTAS,CINF,FTR,SCG,DRI,RL,NRG,HAR,VRSN,RHI,URI,URI,FFIV,JWN,ETFC,JBHT,XYL,WYN,RRC,CMA,GT,AMG,ETFC,IRM,TSS,AYI,HBI,CPB,TMK,CPB,COTY,MOS,COTY,AOS,MOS,AAP,HII,HRL,DRE,AVY,IPG,JBHT,JBHT,NLSN,JBHT,JBHT,SNA,BFB,IRM,NOV,VIAB,JBHT,MRO,TAP,TXT,FBHS,HII,ALB,RE,PRGO,PRGO,GL,PNW,BWA,GL,PWR,AAL,LKQ,CNP,AAP,L,ATO,CBOE,IRM,HWM,FFIV,CHRW,MRO,CHRW,FFIV,AAP,AAP,CTXS,QRVO,RE,BIO,MGM,STX,WDC,MAS,RCL,CE,MAS,CPT,HST,BWA,MOS,APA,KIM,KMX,JKHY,APA,TECH
STZ,AEE,VAR,EXPE,GNW,ZION,DHI,SNA,SNA,MWV,HAS,LEN,DRI,AVP,ETFC,MWV,TSCO,CINF,LUK,TMK,MWV,HAR,DRI,FDO,IRM,GCI,MUR,FMC,HP,HRL,RL,HAR,HAR,PCL,RL,JWN,RL,NI,FLR,CVC,FFIV,STX,AMG,NI,NI,CBG,GT,TMK,GWW,LB,QRVO,JBHT,FRT,KORS,TSCO,TMK,WU,AVY,WU,WU,SNA,JNPR,ARNC,IVZ,PKG,NWL,PKG,HII,LKQ,ALLE,PKG,DISH,TMK,CPB,HSIC,HII,IRM,PHM,DISCK,WHR,TXT,FANG,WRK,WYNN,SNA,JNPR,LYV,RE,GL,CPB,PWR,BWA,LKQ,HWM,UHS,TPR,ALLE,LYV,LNC,XRAY,PNR,HAS,WRK,CTXS,BFB,MAS,LVS,L,UAL,BXP,RE,CRL,HSIC,HSIC,BFB,BWA,HRL,WYNN,TFX,HRL,ETSY,L,INCY,BFB,RVTY,KMX
NBR,TXT,CFN,GAS,BTU,HRL,LEN,LEN,GME,PHM,TGNA,SCG,BBY,SEE,HRL,LEN,XL,J,CMS,GT,PCL,HRL,HP,FMC,NWSA,DRI,MAT,FLS,LUK,FDO,TSS,RHI,LUK,OKE,HAR,URI,FFIV,FFIV,UNM,UAC/C,NDAQ,HP,SRCL,AMG,DRI,GT,COO,FTI,SNA,GWW,HBI,UHS,JBHT,TSCO,WU,XEC,CF,WU,IPGP,PRGO,TSCO,IVZ,IVZ,RE,ARNC,PKG,HFC,NLSN,JEC,MOS,MHK,BFB,WU,WRK,KIM,HSIC,FRT,APA,MRO,CF,SNA,LNC,DVA,HST,BWA,LYV,CCL,TXT,HSIC,HSIC,IPG,ATO,FOXA,JKHY,IRM,HAS,CBOE,PNR,JKHY,PHM,LVS,BFB,BIO,HAS,CTXS,VTRS,PTC,HST,SBNY,SNA,NI,CPB,NI,GL,L,CE,NI,DPZ,PEAK,AAL,JKHY,JKHY,UDR,AES,MGM,MGM
EA,LNC,CBRE,XYL,SNA,SNA,SNA,HAS,PHM,PNW,DEN,MWV,MWV,DRI,SNA,SNA,CHRW,DHI,MLM,J,TMK,PCL,HRS,PNW,FLS,ARG,HRL,NWSA,NAVI,HP,FTI,NWSA,GPS,DISCK,FFIV,FLR,MRO,WYNN,JWN,JBHT,GT,DRI,KSS,BWA,WYNN,WYNN,LEN,AMG,VRSN,SEE,FRT,AMD,PHM,NCLH,NDAQ,SNA,IPGP,CF,AVY,WHR,NRG,PRGO,BEN,IRM,ALK,IPG,BEN,PKG,RE,IRM,WRK,MHK,TPR,HII,VIAB,KIM,KIM,NOV,PKG,EMN,DISCK,WHR,CCL,JNPR,DVA,GL,PNR,WU,RE,NRG,HWM,LKQ,HST,FOXA,ALLE,HST,FFIV,LUMN,PNR,INCY,PKG,PKG,WHR,CBOE,NI,L,SNA,HAS,IPG,SBNY,IPG,NRG,TFX,CHRW,PHM,GEN,HST,VTRS,JKHY,INCY,STX,CZR,PNR,GL,VTRS,ROL
SNA,TIF,CNX,QEP,XYL,HAS,QEP,PHM,HRL,SNA,SNA,XYL,TGNA,MWV,PHM,SEE,WU,SPLS,MHK,NBR,CTAS,XRAY,CINF,PCL,FDO,HRL,PCL,NAVI,HRL,JBHT,NRG,PHM,QRVO,RHI,CNP,NDAQ,BWA,XYL,CVC,AES,BWA,CMA,GT,ETFC,NDAQ,NI,AMG,IRM,CBOE,NI,WU,AKAM,DVA,CPB,XL,UDR,M,DVA,RE,RE,RHI,REG,AES,TMK,IPG,BFB,IPG,WHR,HII,TPR,DISH,WHR,IPG,PHM,QRVO,SNA,WHR,PNW,IRM,NRG,FBHS,DVA,IRM,WRK,COG,WRK,LKQ,OXY,WU,IPG,CPB,AAP,L,NLOK,TPR,IRM,TPR,UHS,HWM,BFB,LUMN,PTC,PTC,HST,RHI,AAP,CRL,IPG,VTRS,IPG,L,GL,CPB,MKTX,EQT,MTCH,BWA,BWA,LDOS,CE,FMC,CPT,TECH,CDAY,CDAY,CRL
URBN,NVDA,TAP,WIN,POM,JOY,ZION,JOY,EXPE,JOY,HRL,DHI,XYL,GT,MWV,POM,UNM,SNA,SPLS,PETM,DRI,MLM,HAR,XRAY,SNI,CINF,FMC,GCI,FMC,RHI,RHI,LUK,OKE,DRI,JBHT,HAR,JBHT,POM,CF,TRIP,NTAP,JBHT,NTAP,QRVO,MNK,TRIP,XRX,GT,BFB,SCG,AOS,CF,AOS,KSS,RE,M,FBHS,IPG,JNPR,TSCO,REG,DVA,RE,PRGO,RE,AVY,ALB,HSIC,ALB,ZION,IPG,JNPR,MOS,QRVO,FFIV,FFIV,FFIV,NRG,AAP,FRT,CF,DISCK,REG,SNA,ROL,CCL,HST,NRG,PNW,BWA,UHS,CBOE,JKHY,IPG,AAP,CHRW,PNR,L,LYV,PNR,ATO,MRO,FBHS,CHRW,FFIV,LVS,AAP,NDSN,AAP,FOXA,CRL,MAS,KMX,MAS,HSIC,AKAM,WYNN,KMX,NI,BWA,HRL,GEN,ROL,MGM,NRG,PNR
HRL,TSO,UUM,SNA,ZION,GAS,GAS,GAS,GRMN,HAS,JOY,SNA,SEE,GRMN,XRAY,NBR,DGX,POM,CPB,CINF,DHI,PETM,PCL,HRS,LUK,PCL,FDO,CTAS,SCG,CINF,VRSN,PCL,AES,PNW,TMK,JBHT,XYL,ADT,XYL,NI,JBHT,ALK,HBAN,SRCL,WYN,NDAQ,WYN,NFX,QRVO,NDAQ,AVY,AOS,NDAQ,MOS,COTY,IPG,XEC,TMK,TSCO,FRT,XEC,RHI,FRT,PKG,TMK,ZION,BWA,SNA,SNA,NLSN,KSS,TMK,JBHT,LKQ,SNA,DISCK,DVN,HSIC,NRG,IPG,WYNN,IRM,SNA,BWA,HST,FFIV,FFIV,LB,HWM,SNA,HST,FANG,TPR,ALLE,LNC,JKHY,L,SNA,FMC,AAL,LNC,LVS,JKHY,PHM,LKQ,AAL,HSIC,CRL,LW,RE,NLSN,HII,GL,MGM,PARA,TECH,L,L,CE,NI,PEAK,HRL,CDAY,INCY,NI,EVRG
SWY,NRG,CMS,GNW,HAS,PBCT,SEE,ZION,GT,QEP,GRMN,HAS,HRL,SNA,GT,AVP,VAR,PHM,TGNA,VRSN,RHI,TGNA,MLM,MWV,XRAY,FDO,FLS,GT,RHI,TMK,LUK,URI,TMK,JBHT,FLR,FTI,NTAP,AES,FFIV,FFIV,FLR,HBAN,FLR,URI,RRC,FTI,KORS,BWA,MOS,SNA,TMK,NI,WU,RE,DRE,WU,IPG,AMD,AOS,SNA,WU,ARNC,JEC,LKQ,LKQ,ALLE,WHR,LKQ,QRVO,QRVO,TPR,MOS,QRVO,SNA,HII,NOV,ABMD,WHR,CF,SNA,PHM,VNO,TAP,GL,TAP,SNA,IRM,HST,WRB,WRB,WYNN,MHK,LW,MHK,FOXA,SNA,SNA,LNC,PHM,JKHY,HRL,LDOS,SEDG,CMA,WRK,CRL,ABMD,BIO,SNA,CMA,MGM,BXP,CE,PHM,MAS,CRL,JNPR,TAP,IP,L,TFX,PNR,BFB,PNR,BFB,JKHY
FTR,PLL,EXPD,TEG,QEP,POM,HAS,DHI,DHI,SEE,LEN,FDO,ADT,XRAY,HAS,DRI,WAT,XRAY,MAS,GNW,TGNA,CTAS,GCI,HAR,HRS,PHM,PHM,SCG,NWSA,NWSA,NWSA,RL,JBHT,FLR,PNW,POM,AES,PVH,SPLS,WYNN,BBBY,NTAP,JBHT,WYNN,HP,FLR,TMK,HAR,IPG,JBHT,HRL,FRT,NI,XL,REG,SLG,QRVO,AMG,TMK,NRG,ARNC,FRT,DVA,ARNC,ALLE,GRMN,TMK,IPG,ALLE,TMK,NLSN,NOV,FFIV,APA,JNPR,BWA,FBHS,DXC,CMA,NCLH,VNO,FBHS,UAL,UHS,WYNN,ROL,MYL,MYL,LB,LNC,TAP,IPG,IPG,LW,MHK,L,MHK,FFIV,CF,HAS,WRK,WRK,BFB,WRK,NDSN,PTC,CBOE,HSIC,MGM,TFX,VFC,NI,VFC,JNPR,CHRW,TFX,PARA,CPB,MKTX,TFX,L,HST,MGM,NRG,PNR,MOS
TGNA,MNST,MAS,DOFSQ,GAS,GME,JOY,CTAS,GAS,LEN,PNW,JOY,LSI,ETFC,SEE,ETFC,BLL,HRL,PCL,SEE,POM,GNW,LUK,HP,GCI,LUK,CHK,FDO,CINF,TGNA,PCL,FLR,NDAQ,NDAQ,NDAQ,TMK,TE,FLR,ETFC,DRI,AES,QRVO,MNK,TMK,VRSN,WYN,FTI,AES,KIM,SNI,SNA,NDAQ,RE,AOS,HRL,LNT,TMK,PNW,XEC,REG,JNPR,AVY,NI,DVA,XRAY,LKQ,GRMN,JEC,NLSN,JEC,NOV,BWA,KSS,JNPR,DISCK,JNPR,SNA,SNA,FRT,CPB,RCL,ALB,LYV,HII,PRGO,HST,LB,IRM,NI,RE,HSIC,LNC,ALLE,MOS,HAS,FOXA,CHRW,FOXA,ALLE,CF,FOXA,CTXS,RHI,LKQ,FOXA,CBOE,NDSN,LW,QRVO,HAS,SBNY,CDAY,EMN,CE,LYV,CDAY,CPB,HSIC,ETSY,IP,KEY,PEAK,NI,KMX,GL,TFX
GNW,CNX,MCHP,THC1,THC1,XYL,RHI,GT,HAS,HRL,QEP,HRL,FDO,HRL,NBR,HAS,NWSA,SEE,SCG,DHI,HAR,TMK,PHM,GCI,POM,ETFC,HP,LUK,FDO,SCG,SWN,JBHT,GMCR,LUK,RHI,RL,FLR,TE,MNK,NFX,RRC,KSS,UA,UA,TRIP,BWA,HAR,NDAQ,SNI,AVY,NI,SEE,KORS,NDAQ,LNT,IRM,FFIV,SLG,SLG,PNW,TMK,TMK,TMK,SNA,PVH,QRVO,LKQ,QRVO,TMK,IPG,ZION,FFIV,LKQ,KIM,IPG,ALK,ZION,DISH,ALB,NBL,AIV,IPG,TXT,LNC,REG,COG,PWR,AIZ,PNR,GL,LB,MOS,MHK,LYV,PENN,UHS,HST,RHI,HRL,PENN,PTC,HST,LDOS,FFIV,BIO,NDSN,HAS,AAP,TFX,L,PARA,SBNY,CZR,STX,TFX,NI,MAS,STX,APA,CHRW,INCY,CDAY,CHRW,UDR,TFX,UDR
CTAS,CBRE,FFIV,CTAS,TGNA,QEP,POM,RHI,JOY,GRMN,CTAS,DEN,DEN,HAS,AVP,HRL,GNW,RHI,ARG,POM,NBR,DRI,FMC,IRM,HRL,XRAY,GT,RHI,FLS,XRAY,ARG,NRG,DISCK,TMK,AES,XYL,TMK,DISCK,ADT,HP,MNK,TMK,BWA,FLR,AIV,JBHT,AES,FMC,TMK,TMK,GT,PHM,AMD,ALK,QRVO,DRE,PNW,AOS,PNW,IPG,FRT,SLG,BWA,KORS,DVA,TMK,ADS,ALLE,ZION,BFB,LKQ,IPG,SNA,NOV,DISH,ZION,IPG,IRM,SNA,CMA,WHR,LYV,FANG,COG,LNC,DVA,AOS,LYV,DISH,NI,LYV,IRM,LNC,UHS,MOS,MHK,BWA,HST,HST,FMC,AAL,RHI,CMA,NDSN,HSIC,ETSY,BIO,QRVO,TAP,BIO,CPB,TFX,JNPR,WDC,NI,PARA,HSIC,WDC,DPZ,PEAK,CHRW,NI,CPT,REG,WRK,NRG
POM,MCHP,EFX,TGNA,RHI,DOFSQ,PBCT,IGT,RHI,GAS,DHI,LSI,GT,FDO,TGNA,GAS,HRS,GAS,NBR,RHI,ETFC,POM,RIG,PHM,PHM,CNX,ARG,CINF,XRAY,ARG,FLR,DISCK,TE,POM,CVC,DISCK,AIV,GPS,GPS,ETFC,TMK,AIV,AIV,BBBY,FLR,AMG,JEC,LUK,SEE,KIM,KIM,VIAB,CF,PHM,FFIV,PNW,SLG,REG,IPG,LB,BWA,NI,NWL,BWA,WU,WU,ALLE,PVH,WHR,WHR,FFIV,LKQ,IRM,BEN,HFC,MHK,BWA,FRT,IPG,MHK,CCL,AIZ,IPG,DVA,IPG,PNR,NRG,AOS,TAP,WU,NWL,ALLE,BWA,IRM,LW,LW,FOXA,MHK,PENN,HRL,HST,AAL,HAS,WHR,BBWI,SNA,AAL,LUMN,L,CRL,TFX,JNPR,REG,LYV,QRVO,GL,JKHY,CE,WYNN,WYNN,CPT,FMC,CZR,MTCH,REG,INCY
BBY,ARG,CINF,LEG,CTAS,THC1,TEG,QEP,SEE,HAR,GME,CTAS,SNA,PNW,LSI,DHI,FFIV,DEN,MWV,LEN,GNW,PNW,HRL,LUK,TDC,SNI,XRAY,CNX,CHK,PCL,PNW,PNW,FLR,RL,XYL,AES,PVH,FTR,CMA,NDAQ,TIF,LEG,TIF,VRSN,JBHT,QRVO,FMC,XRX,HOG,HRL,AKAM,HRL,SEE,SEE,PNW,HRL,REG,LB,FRT,AVY,PNW,RE,PRGO,WU,AVY,ARNC,ARNC,BWA,IPG,IVZ,IVZ,WU,ZION,IPG,NOV,IPG,JNPR,BWA,ABMD,NOV,FRT,DISH,BWA,TAP,PNR,TAP,JNPR,COG,ROL,PNW,CF,CF,WRB,FFIV,HST,BWA,RHI,FMC,HAS,ATO,JKHY,JKHY,HST,L,CBOE,NI,CCL,SNA,HSIC,WRK,AAP,KMX,TAP,EMN,KMX,CCL,CDAY,KEY,CPB,CZR,PNR,CHRW,GEN,KEY,CRL,TAP
